word,latitude,longitude
lights,33.5508333,-79.0416667
lights,28.2916667,-81.4077778
lights,36.1538889,-95.9925
lights,37.3394444,-121.8938889
lights,32.8794444,-111.7566667
lights,33.2333333,-82.5955556
lights,39.9611111,-82.9988889
lights,39.9611111,-82.9988889
lights,40.4405556,-79.9961111
lights,28.5380556,-81.3794444
lights,34.2977778,-83.8241667
lights,41.2586111,-95.9375
lights,32.3413889,-90.3216667
lights,36.0725,-79.7922222
lights,42.0083333,-91.6438889
lights,38.5458333,-106.9247222
lights,40.3744444,-76.3030556
lights,39.2866667,-86.7625
lights,41.6361111,-70.9347222
lights,33.2486111,-111.6336111
lights,33.3941667,-110.7858333
lights,32.3666667,-86.3
lights,40.1525,-106.9080556
lights,40.8022222,-124.1625
lights,32.2216667,-110.9258333
lights,40.1536111,-82.6852778
lights,47.6063889,-122.3308333
lights,40.5,-111.95
lights,40.5,-111.95
lights,45.5,-73.583333
lights,40.5775,-85.8733333
lights,33.4483333,-112.0733333
lights,41.8088889,-88.0111111
lights,37.3394444,-121.8938889
lights,40.6366667,-74.9102778
lights,32.7666667,-96.5988889
lights,40.2397222,-76.9202778
lights,40.2397222,-76.9202778
lights,40.2397222,-76.9202778
lights,40.2397222,-76.9202778
lights,40.2397222,-76.9202778
lights,33.6408333,-117.6022222
lights,41.2333333,-80.4488889
lights,41.7002778,-73.9213889
lights,32.8572222,-116.9213889
lights,40.015,-105.27
lights,33.7455556,-117.8669444
lights,35.235,-75.6288889
lights,34.2561111,-78.045
lights,42.7244444,-83.0361111
lights,40.8002778,-72.7902778
lights,43.1391667,-77.2725
lights,35.2225,-97.4391667
lights,35.0536111,-94.6233333
lights,39.6005556,-77.8208333
lights,32.8572222,-116.9213889
lights,47.6447222,-122.6936111
lights,33.2,-117.2416667
lights,36.8655556,-87.4886111
lights,42.9722222,-85.9536111
lights,47.6105556,-122.1994444
lights,47.6105556,-122.1994444
lights,26.525,-80.0666667
lights,36.1819444,-81.2844444
lights,35.2144444,-90.1963889
lights,47.9791667,-122.2008333
lights,40.8255556,-73.6986111
lights,42.8141667,-73.94
lights,35.2505556,-91.7361111
lights,41.7255556,-87.825
lights,34.9530556,-120.4347222
lights,33.5805556,-112.2366667
lights,33.6888889,-78.8869444
lights,33.6888889,-78.8869444
lights,32.9344444,-97.2513889
lights,32.7833333,-96.8
lights,39.7683333,-86.1580556
lights,38.4730556,-77.9969444
lights,38.4730556,-77.9969444
lights,41.7208333,-73.9605556
lights,33.0963889,-79.8036111
lights,32.0866667,-82.1180556
lights,39.7283333,-90.9080556
lights,33.2486111,-111.6336111
lights,47.0969444,-122.63
lights,32.7152778,-117.1563889
lights,42.0833333,-71.0188889
lights,34.2788889,-94.0505556
lights,41.8452778,-71.3525
lights,44.4669444,-73.1713889
lights,27.9472222,-82.4586111
lights,44.6397222,-73.1108333
lights,46.216667,-63.483333
lights,40.1738889,-80.2463889
lights,33.6188889,-83.8675
lights,27.3361111,-82.5308333
lights,33.9561111,-83.9880556
lights,27.3361111,-82.5308333
lights,40.0455556,-86.0086111
lights,40.7141667,-74.0063889
lights,38.8338889,-104.8208333
lights,39.9527778,-105.1680556
lights,39.9527778,-105.1680556
lights,35.0886111,-92.4419444
lights,47.1633333,-122.0255556
lights,47.1633333,-122.0255556
lights,47.7625,-122.2041667
lights,44.8277778,-92.9436111
lights,42.6041667,-72.5569444
lights,42.7166667,-70.9736111
lights,40.4136111,-76.4786111
lights,37.1183333,-82.8269444
lights,43.0388889,-87.9063889
lights,33.1758333,-84.9886111
lights,34.9616667,-89.8294444
lights,39.6363889,-74.8027778
lights,32.8341667,-97.2286111
lights,32.9411111,-97.1338889
lights,37.8216667,-121.9988889
lights,48.2325,-101.2958333
lights,31.6938889,-89.1305556
lights,43.9,-78.866667
lights,31.9491667,-98.7369444
lights,47.6063889,-122.3308333
lights,47.2530556,-122.4430556
lights,41.1769444,-112.0030556
lights,42.0527778,-124.2827778
lights,29.2855556,-81.0561111
lights,35.9172222,-82.3011111
lights,28.5380556,-81.3794444
lights,33.0580556,-112.0469444
lights,44.6111111,-69.335
lights,39.5352778,-76.7283333
lights,29.7855556,-95.8241667
lights,36.1658333,-86.7844444
lights,36.1658333,-86.7844444
lights,36.1658333,-86.7844444
lights,44.8113889,-91.4983333
lights,34.0522222,-118.2427778
lights,40.4166667,-86.8752778
lights,46.05,-64.81
lights,38.5338889,-89.9888889
lights,38.2205556,-90.3958333
lights,39.1458333,-77.4172222
lights,33.7222222,-116.3736111
lights,34.1761111,-85.1613889
lights,34.1761111,-85.1613889
lights,41.3461111,-73.0794444
lights,43.6136111,-116.2025
lights,43.0125,-83.6875
lights,26.9338889,-80.0944444
lights,35.0844444,-106.6505556
lights,37.7741667,-87.1133333
lights,41.4513889,-75.6122222
lights,39.9669444,-74.9430556
lights,34.0286111,-117.8094444
lights,41.8530556,-74.1394444
lights,36.9902778,-86.4436111
lights,47.6588889,-117.425
lights,34.2855556,-118.8811111
lights,31.0980556,-97.3425
lights,47.7988889,-122.4969444
lights,40.3930556,-90.1547222
lights,42.5291667,-85.8552778
lights,28.3197222,-80.6077778
lights,48.8855556,-118.5983333
lights,39.3280556,-120.1822222
lights,37.7622222,-84.8433333
lights,43.866667,-79.266667
lights,43.666667,-79.416667
lights,35.4366667,-94.3480556
lights,39.7391667,-104.9841667
lights,33.4483333,-112.0733333
lights,42.4566667,-83.9463889
lights,30.2669444,-97.7427778
lights,37.0433333,-93.2941667
lights,33.6305556,-112.3325
lights,41.6072222,-81.0505556
lights,29.6513889,-82.325
